AcademicYear,OffenseCount,OffenseType,CourseLevel,Campus,Faculty,Outcome,Year
2018-19,NO1,PLAG,UG2,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG4,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG2,KAM,SOBE,ASM0,AY2018-19
2018-19,NO1,FABR,UG1,OL,SOBE,SUSP,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,EDSW,DISM,AY2018-19
2018-19,NO2,PLAG,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,OL,EDSW,ASM0,AY2018-19
2018-19,NO1,MISC,UG1,KAM,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG2,OL,ARTS,FAIL,AY2018-19
2018-19,NO1,PLAG,UG1,OL,EDSW,FAIL,AY2018-19
2018-19,NO3,PLAG,UG2,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,SOBE,FAIL,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,SCIENCE,FAIL,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,EDSW,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,ARTS,FAIL,AY2018-19
2018-19,NO1,PLAG,UG3,OL,ARTS,FAIL,AY2018-19
2018-19,NO1,MISC,UG3,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG3,OL,EDSW,DISM,AY2018-19
2018-19,NO1,PLAG,UG1,OL,ARTS,FAIL,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,EDSW,FAIL,AY2018-19
2018-19,NO4,PLAG,UG2,OL,FACT,FAIL,AY2018-19
2018-19,NO1,MISC,UG2,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UPREP,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,ARTS,FAIL,AY2018-19
2018-19,NO3,PLAG,UG1,OL,ARTS,SUSP,AY2018-19
2018-19,NO1,CHEAT,UG2,OL,SOBE,FAIL,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,EDSW,ASM0,AY2018-19
2018-19,NO1,CHEAT,GR5,OL,SCIENCE,FAIL,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,ARTS,ASM0,AY2018-19
2018-19,NO5,CHEAT,UG2,OL,SOBE,FAIL,AY2018-19
2018-19,NO1,PLAG,UG1,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,MISC,UG1,OL,SOBE,FAIL,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG4,OL,SOBE,DISM,AY2018-19
2018-19,NO1,PLAG,UG2,KAM,ARTS,ASM0,AY2018-19
2018-19,NO5,MISC,UG1,KAM,SOBE,REPR,AY2018-19
2018-19,NO1,PLAG,UG1,OL,EDSW,ASM0,AY2018-19
2018-19,NO1,PLAG,UG2,OL,EDSW,REME,AY2018-19
2018-19,NO1,PLAG,UG2,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG3,KAM,SOBE,ASM0,AY2018-19
2018-19,NO2,PLAG,UG3,KAM,SOBE,ASM0,AY2018-19
2018-19,NO1,MISC,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,OL,ARTS,REPR,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,ARTS,FAIL,AY2018-19
2018-19,NO1,PLAG,UG1,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,SOBE,ASM0,AY2018-19
2018-19,NO2,PLAG,UG3,OL,ARTS,FAIL,AY2018-19
2018-19,NO2,PLAG,UG1,OL,FACT,FAIL,AY2018-19
2018-19,NO4,MISC,UG1,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,SOBE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG2,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG2,OL,ARTS,FAIL,AY2018-19
2018-19,NO2,PLAG,UG3,KAM,EDSW,ASM0,AY2018-19
2018-19,NO3,FABR,UG2,OL,EDSW,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,SOBE,ASM0,AY2018-19
2018-19,DC,PLAG,UG2,KAM,SOBE,FAIL,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,SOBE,REPR,AY2018-19
2018-19,NO1,PLAG,UG1,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG3,KAM,EDSW,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG3,OL,ARTS,FAIL,AY2018-19
2018-19,NO1,PLAG,UG1,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG2,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG3,OL,EDSW,ASM0,AY2018-19
2018-19,NO1,MISC,UG1,KAM,ARTS,DISM,AY2018-19
2018-19,NO2,MISC,UG2,KAM,SOBE,SUSP,AY2018-19
2018-19,NO5,PLAG,UG1,OL,SCIENCE,DISM,AY2018-19
2018-19,NO1,MISC,UG4,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,OL,SOBE,ASM0,AY2018-19
2018-19,NO4,CHEAT,UG3,KAM,EDSW,ASM0,AY2018-19
2018-19,NO1,CHEAT,UPREP,KAM,SOBE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG2,OL,ARTS,FAIL,AY2018-19
2018-19,NO1,CHEAT,UG4,KAM,SOBE,REPR,AY2018-19
2018-19,DC,PLAG,UG1,OL,NURSING,FAIL,AY2018-19
2018-19,NO1,PLAG,GR6,KAM,ARTS,ASM0,AY2018-19
2018-19,NO2,PLAG,UG1,KAM,FACT,ASM0,AY2018-19
2018-19,NO1,MISC,UG3,OL,FACT,FAIL,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,SOBE,FAIL,AY2018-19
2018-19,NO2,PLAG,UPREP,OL,SOBE,REME,AY2018-19
2018-19,NO2,MISC,UPREP,OL,SOBE,ASM0,AY2018-19
2018-19,GT5,CHEAT,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,OL,EDSW,DISM,AY2018-19
2018-19,NO1,CHEAT,UG4,KAM,ARTS,ASM0,AY2018-19
2018-19,NO3,MISC,UG1,KAM,EDSW,FAIL,AY2018-19
2018-19,NO1,MISC,UG1,KAM,SOBE,FAIL,AY2018-19
2018-19,NO1,MISC,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,MISC,UPREP,KAM,SOBE,FAIL,AY2018-19
2018-19,NO2,CHEAT,UG3,KAM,SOBE,ASM0,AY2018-19
2018-19,GT5,PLAG,UG1,KAM,EDSW,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,EDSW,ASM0,AY2018-19
2018-19,NO1,PLAG,UPREP,KAM,SOBE,ASM0,AY2018-19
2018-19,DC,PLAG,UG3,KAM,ARTS,FAIL,AY2018-19
2018-19,NO1,MISC,UG1,KAM,SCIENCE,DISM,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,SCIENCE,SUSP,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,EDSW,ASM0,AY2018-19
2018-19,NO2,MISC,UG2,OL,EDSW,REPR,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO5,MISC,UG1,KAM,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG4,KAM,ARTS,FAIL,AY2018-19
2018-19,NO1,PLAG,UG1,OL,SOBE,ASM0,AY2018-19
2018-19,NO3,CHEAT,UG3,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG2,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO2,MISC,UPREP,OL,ARTS,REPR,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,ARTS,ASM0,AY2018-19
2018-19,NO3,PLAG,UG1,KAM,ARTS,FAIL,AY2018-19
2018-19,NO1,PLAG,UG1,OL,EDSW,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,ARTS,FAIL,AY2018-19
2018-19,NO2,CHEAT,UG2,KAM,EDSW,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,SCIENCE,DISM,AY2018-19
2018-19,NO1,PLAG,UG3,KAM,EDSW,ASM0,AY2018-19
2018-19,NO1,MISC,UG3,KAM,SOBE,SUSP,AY2018-19
2018-19,NO1,PLAG,UG1,OL,SOBE,DISM,AY2018-19
2018-19,NO2,CHEAT,UPREP,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG3,OL,ARTS,SUSP,AY2018-19
2018-19,NO2,PLAG,UG1,OL,LAW,ASM0,AY2018-19
2018-19,NO3,CHEAT,UG1,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO2,MISC,UG1,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO3,CHEAT,UG1,KAM,SCIENCE,SUSP,AY2018-19
2018-19,NO1,PLAG,UG2,OL,ARTS,ASM0,AY2018-19
2018-19,NO2,CHEAT,UG2,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,SOBE,ASM0,AY2018-19
2018-19,NO4,CHEAT,UG1,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,EDSW,DISM,AY2018-19
2018-19,NO1,CHEAT,UG2,KAM,EDSW,ASM0,AY2018-19
2018-19,NO1,PLAG,GR5,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG3,KAM,ARTS,ASM0,AY2018-19
2018-19,NO2,PLAG,UG1,KAM,ARTS,FAIL,AY2018-19
2018-19,NO1,PLAG,UG4,OL,SCIENCE,REPR,AY2018-19
2018-19,NO3,CHEAT,UG2,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,MISC,UPREP,OL,LAW,ASM0,AY2018-19
2018-19,NO1,PLAG,UG2,KAM,ARTS,FAIL,AY2018-19
2018-19,NO1,CHEAT,UPREP,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,MISC,UG3,KAM,ARTS,FAIL,AY2018-19
2018-19,NO5,PLAG,UG1,KAM,SOBE,FAIL,AY2018-19
2018-19,NO1,FABR,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,SOBE,FAIL,AY2018-19
2018-19,NO1,MISC,UG1,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UPREP,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,EDSW,FAIL,AY2018-19
2018-19,NO2,CHEAT,UG1,KAM,ARTS,ASM0,AY2018-19
2018-19,NO3,CHEAT,UG1,KAM,ARTS,FAIL,AY2018-19
2018-19,NO2,PLAG,UPREP,KAM,SOBE,FAIL,AY2018-19
2018-19,NO1,PLAG,UG2,KAM,ARTS,SUSP,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,EDSW,ASM0,AY2018-19
2018-19,NO4,PLAG,UG1,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,MISC,UG1,KAM,SOBE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG3,OL,ARTS,FAIL,AY2018-19
2018-19,NO1,CHEAT,UG2,KAM,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,GR5,KAM,SOBE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG2,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG3,KAM,EDSW,ASM0,AY2018-19
2018-19,NO1,PLAG,UG2,KAM,ARTS,FAIL,AY2018-19
2018-19,NO1,CHEAT,GR5,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG2,OL,ARTS,DISM,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,ARTS,FAIL,AY2018-19
2018-19,NO4,CHEAT,UG2,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG3,OL,EDSW,FAIL,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,SOBE,ASM0,AY2018-19
2018-19,NO2,PLAG,UG1,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG2,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO3,PLAG,UG1,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO3,CHEAT,UPREP,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG4,KAM,ARTS,REME,AY2018-19
2018-19,NO1,PLAG,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG3,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,EDSW,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG2,OL,SOBE,ASM0,AY2018-19
2018-19,NO2,MISC,UG1,KAM,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG3,KAM,SCIENCE,FAIL,AY2018-19
2018-19,NO5,CHEAT,UG3,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,SOBE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,EDSW,FAIL,AY2018-19
2018-19,NO3,MISC,UG2,KAM,SCIENCE,FAIL,AY2018-19
2018-19,NO1,MISC,UG2,OL,EDSW,REME,AY2018-19
2018-19,NO1,CHEAT,UG2,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG4,KAM,SOBE,FAIL,AY2018-19
2018-19,NO3,FABR,UG1,KAM,SOBE,DISM,AY2018-19
2018-19,NO1,FABR,UPREP,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG2,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,MISC,UG2,OL,SOBE,FAIL,AY2018-19
2018-19,NO1,MISC,UG2,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG3,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,SOBE,FAIL,AY2018-19
2018-19,NO1,PLAG,UG2,OL,SCIENCE,SUSP,AY2018-19
2018-19,NO1,MISC,UG1,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG3,OL,ARTS,FAIL,AY2018-19
2018-19,NO2,MISC,UG4,KAM,LAW,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,OL,NURSING,FAIL,AY2018-19
2018-19,NO2,CHEAT,UG1,OL,EDSW,FAIL,AY2018-19
2018-19,NO1,PLAG,UG2,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG2,OL,SCIENCE,REPR,AY2018-19
2018-19,NO1,PLAG,UG1,OL,EDSW,FAIL,AY2018-19
2018-19,NO1,PLAG,UG4,OL,SOBE,FAIL,AY2018-19
2018-19,NO4,CHEAT,UG1,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG3,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG2,KAM,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,ARTS,REPR,AY2018-19
2018-19,NO1,PLAG,UG2,OL,FACT,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG3,OL,FACT,ASM0,AY2018-19
2018-19,NO1,CHEAT,UPREP,KAM,LAW,ASM0,AY2018-19
2018-19,DC,CHEAT,UG3,KAM,EDSW,ASM0,AY2018-19
2018-19,NO2,PLAG,UG1,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO1,CHEAT,GR5,KAM,ARTS,ASM0,AY2018-19
2018-19,NO2,PLAG,UG1,OL,SOBE,FAIL,AY2018-19
2018-19,NO2,PLAG,UG1,OL,ARTS,FAIL,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO1,MISC,UG1,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG2,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,SOBE,FAIL,AY2018-19
2018-19,NO2,PLAG,UG1,KAM,EDSW,SUSP,AY2018-19
2018-19,NO2,PLAG,UG1,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG2,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG3,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG2,KAM,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG3,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,EDSW,FAIL,AY2018-19
2018-19,NO2,PLAG,UG2,OL,ARTS,ASM0,AY2018-19
2018-19,NO5,PLAG,UPREP,OL,SCIENCE,SUSP,AY2018-19
2018-19,NO1,MISC,UG1,KAM,EDSW,ASM0,AY2018-19
2018-19,NO2,PLAG,UG1,KAM,EDSW,ASM0,AY2018-19
2018-19,NO1,PLAG,UG3,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,OL,LAW,ASM0,AY2018-19
2018-19,NO1,MISC,UG1,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,SOBE,ASM0,AY2018-19
2018-19,NO2,PLAG,UG3,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG3,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO5,PLAG,UG3,OL,SCIENCE,ASM0,AY2018-19
2018-19,DC,PLAG,UG1,KAM,ARTS,REPR,AY2018-19
2018-19,NO1,PLAG,UG2,OL,SOBE,FAIL,AY2018-19
2018-19,NO2,CHEAT,UG2,KAM,SOBE,FAIL,AY2018-19
2018-19,NO1,MISC,UG3,OL,SOBE,ASM0,AY2018-19
2018-19,NO3,CHEAT,UG1,KAM,ARTS,FAIL,AY2018-19
2018-19,NO2,PLAG,UG2,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO2,PLAG,UG1,OL,SOBE,ASM0,AY2018-19
2018-19,NO3,PLAG,UG3,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG4,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG2,OL,SOBE,FAIL,AY2018-19
2018-19,NO1,PLAG,UG3,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO3,MISC,UG1,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO2,PLAG,UG1,OL,SCIENCE,FAIL,AY2018-19
2018-19,NO1,CHEAT,UG2,OL,ARTS,REPR,AY2018-19
2018-19,NO3,PLAG,UPREP,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG3,KAM,ARTS,ASM0,AY2018-19
2018-19,DC,PLAG,UG3,KAM,SOBE,ASM0,AY2018-19
2018-19,NO2,PLAG,UG2,KAM,EDSW,REPR,AY2018-19
2018-19,NO1,PLAG,UG3,KAM,SOBE,FAIL,AY2018-19
2018-19,NO1,MISC,UG1,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG3,OL,EDSW,ASM0,AY2018-19
2018-19,NO2,PLAG,UG2,KAM,SOBE,FAIL,AY2018-19
2018-19,DC,CHEAT,UG3,KAM,EDSW,FAIL,AY2018-19
2018-19,NO1,PLAG,UG2,OL,SOBE,ASM0,AY2018-19
2018-19,NO2,CHEAT,UG3,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,SOBE,REPR,AY2018-19
2018-19,NO1,PLAG,UG3,KAM,ARTS,SUSP,AY2018-19
2018-19,NO1,CHEAT,UG2,KAM,SOBE,REPR,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,ARTS,FAIL,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,MISC,UG3,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG4,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,OL,SOBE,FAIL,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,NURSING,SUSP,AY2018-19
2018-19,NO1,CHEAT,UG3,KAM,ARTS,REPR,AY2018-19
2018-19,NO3,CHEAT,UG1,OL,SOBE,FAIL,AY2018-19
2018-19,NO1,PLAG,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO2,PLAG,UG1,KAM,ARTS,FAIL,AY2018-19
2018-19,NO1,PLAG,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO2,MISC,UPREP,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO2,CHEAT,UG3,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG3,KAM,SCIENCE,REME,AY2018-19
2018-19,NO1,CHEAT,UG3,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG3,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG3,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO2,PLAG,UG2,KAM,EDSW,ASM0,AY2018-19
2018-19,NO3,PLAG,UG2,KAM,SOBE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG3,KAM,SOBE,FAIL,AY2018-19
2018-19,NO4,PLAG,UG2,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,SOBE,ASM0,AY2018-19
2018-19,NO1,MISC,UG2,KAM,SOBE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG2,KAM,SCIENCE,REPR,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,SCIENCE,ASM0,AY2018-19
2018-19,DC,CHEAT,UG2,KAM,SOBE,FAIL,AY2018-19
2018-19,NO1,CHEAT,UG2,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG2,OL,SOBE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG4,KAM,SCIENCE,FAIL,AY2018-19
2018-19,NO1,MISC,UG1,KAM,SOBE,REPR,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,ARTS,ASM0,AY2018-19
2018-19,NO2,MISC,UG1,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO1,MISC,UG1,OL,SOBE,ASM0,AY2018-19
2018-19,NO2,CHEAT,UG3,OL,EDSW,DISM,AY2018-19
2018-19,NO1,PLAG,UG1,OL,SCIENCE,FAIL,AY2018-19
2018-19,GT5,PLAG,UG2,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG2,OL,SOBE,REPR,AY2018-19
2018-19,NO1,PLAG,UG3,OL,EDSW,SUSP,AY2018-19
2018-19,NO2,PLAG,UG3,KAM,SOBE,FAIL,AY2018-19
2018-19,NO3,MISC,UG2,OL,EDSW,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG2,KAM,ARTS,SUSP,AY2018-19
2018-19,NO1,MISC,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG3,OL,SOBE,SUSP,AY2018-19
2018-19,NO1,PLAG,UG3,OL,ARTS,DISM,AY2018-19
2018-19,NO1,MISC,UG3,OL,ARTS,FAIL,AY2018-19
2018-19,NO1,CHEAT,UG3,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG2,KAM,FACT,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG2,OL,SCIENCE,FAIL,AY2018-19
2018-19,NO5,CHEAT,UG3,OL,EDSW,FAIL,AY2018-19
2018-19,NO2,MISC,UG3,KAM,ARTS,ASM0,AY2018-19
2018-19,NO3,CHEAT,UG3,OL,ARTS,FAIL,AY2018-19
2018-19,NO2,CHEAT,UG3,KAM,FACT,REME,AY2018-19
2018-19,NO1,PLAG,UG2,OL,FACT,SUSP,AY2018-19
2018-19,DC,PLAG,UG1,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG3,KAM,ARTS,FAIL,AY2018-19
2018-19,NO1,PLAG,GR5,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG3,OL,EDSW,FAIL,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UPREP,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,MISC,UPREP,OL,ARTS,ASM0,AY2018-19
2018-19,NO2,PLAG,GR6,OL,EDSW,ASM0,AY2018-19
2018-19,DC,PLAG,UG2,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG2,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG2,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,SOBE,FAIL,AY2018-19
2018-19,NO1,PLAG,UG1,OL,SCIENCE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,SOBE,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG3,OL,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG1,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UG1,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,PLAG,UPREP,KAM,SCIENCE,ASM0,AY2018-19
2018-19,NO1,PLAG,UG3,KAM,ARTS,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG2,KAM,ARTS,ASM0,AY2018-19
2018-19,NO2,PLAG,UG1,KAM,ARTS,FAIL,AY2018-19
2018-19,GT5,CHEAT,UG2,OL,EDSW,ASM0,AY2018-19
2018-19,NO1,MISC,UG2,OL,SOBE,REPR,AY2018-19
2018-19,NO1,FABR,UG2,KAM,EDSW,ASM0,AY2018-19
2018-19,NO1,CHEAT,UG2,OL,EDSW,ASM0,AY2018-19
2018-19,NO1,PLAG,UG2,KAM,SCIENCE,FAIL,AY2018-19
